ID,Name,Address
71993,Шантимэль,"город Москва, Тушинская улица, дом 13"
19820,Столовая при школе № 542,"город Москва, улица Покрышкина, дом 9"
268471,Кулинария -Хинкальная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 3-я Владимирская улица, дом 31/33"
128934,Бургер Кинг,"город Москва, поселение Московский, Киевское шоссе, 22-й километр, домовладение 4, строение 1"
20146,Сабвей,"город Москва, Никулинская улица, владение 3-А"
155857,Глав Пирог,"город Москва, Беговая улица, дом 17, корпус 1"
29076,Школьно-базовая столовая,"город Москва, Южнобутовская улица, дом 135А"
324750,CLUSTER,"город Москва, Малая Калужская улица, дом 15, строение 4"
261761,Северянин ресторан-бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкий переулок, дом 4, строение 1"
124208,Кофемания,"город Москва, поселение Московский, деревня Лапшинка, владение 8А"
120511,КофеМаркет,"город Москва, улица Шаболовка, дом 20"
27073,Порто Мальтезе,"город Москва, улица Правды, дом 21, строение 1"
357821,UMMA FOOD,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новослободская улица, дом 46"
318697,SUshi,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 21"
27552,Школьно-базовая столовая,"город Москва, улица Адмирала Лазарева, дом 77"
19710,Кафе,"город Москва, проспект Вернадского, дом 88"
22535,Хинкальная,"город Москва, улица Щепкина, дом 25/20"
359116,СУШИШОП,"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 92, корпус 3"
349086,Кафе ОШ,"город Москва, Фестивальная улица, дом 2А"
26554,"Ресторан «Виа Романо», «Йоркшир»","Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, улица Лавочкина, дом 34"
21016,Бар Камерного зала,"город Москва, Космодамианская набережная, дом 52, строение 8"
308431,РЕСТОРАН Fast Шашлык 0,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Каширское шоссе, владение 25Б"
83872,Хинкальный дом,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Октябрьская улица, дом 38, корпус 1"
286939,Brunch Time,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, площадь Юности, дом 2, строение 1"
188878,Шаурма,"город Москва, Бойцовая улица, дом 12, строение 1"
308858,Ho Chu Pho,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Декабристов, дом 12"
362820,Чемпион,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Каланчёвский тупик, дом 9, строение 2"
347965,Буфет,"город Москва, Новоясеневский тупик, дом 4"
301920,Радуга,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Рябиновая улица, дом 41А"
289874,КОФЕМАНИЯ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мосфильмовская улица, дом 1А"
323321,Спорт Бар Wild West Bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Беловежская улица, дом 39, корпус 7"
83954,Кафе Компот,"город Москва, 2-й Сыромятнический переулок, дом 1"
353183,TUCCI,"город Москва, Новослободская улица, дом 4"
246554,Sushi cэн,"город Москва, улица Малыгина, дом 7"
159383,Варка,"город Москва, Цветной бульвар, дом 7, строение 1"
339268,Kafedra koffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, Профсоюзная улица, дом 118"
346612,FoBo,"Российская Федерация, город Москва, внутригородская территория поселение Московский, деревня Лапшинка, земельный участок 8Д"
21431,ГБОУ школа № 1236,"город Москва, улица Милашенкова, дом 9Б"
354989,Кофе-бар Мясновъ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Грузинская улица, дом 57, строение 1"
230623,Чайхона №1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, проспект Вернадского, дом 105, корпус 3"
295451,ATLANTICA seafood,"город Москва, Кутузовский проспект, дом 36А"
350970,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Рабочая улица, дом 84, строение 2"
290287,Буханка,"город Москва, Базовская улица, дом 15, корпус 5"
318301,Пекарня,"город Москва, бульвар Дмитрия Донского, дом 1"
22029,Subway,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Воронцовская улица, дом 48"
83560,ExtraVirgin,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Покровка, дом 17, строение 1"
22863,Россичъ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Нежинская улица, дом 9, корпус 1"
290041,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Бутырская улица, дом 2/18"
273945,Киргизия,"Российская Федерация, город Москва, внутригородская территория поселение Московский, улица Адмирала Корнилова, земельный участок 63"
84029,Birilli,"город Москва, поселение Киевский, рабочий посёлок Киевский, Молодёжная улица, дом 2"
184444,Чайхона OLIVE,"город Москва, Новоясеневский проспект, дом 1"
195077,Ресторан при Курорте Красная Пахра,"город Москва, поселение Краснопахорское, село Красное, Парковая улица, домовладение 10, строение 1"
167073,Кафе «coffee bean»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 6, строение 2"
303155,Штолле,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 43"
356767,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Котловка, улица Ремизова, дом 6"
374422,Блины & Пончики,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 23/16"
256317,Буфет,"город Москва, Волоколамское шоссе, дом 112"
295990,Хлебница пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, улица Мастеркова, дом 3"
348111,Шаурма,"город Москва, Боровское шоссе, дом 2, корпус 5"
171658,Магадан,"город Москва, Берсеневский переулок, дом 3/10, строение 8"
59182,ФЛОКС,"город Москва, Алтуфьевское шоссе, дом 70, корпус 1"
22285,У МАНГАЛА,"город Москва, улица Маршала Бирюзова, дом 1, корпус 1"
165675,FARШ,"город Москва, Каширское шоссе, дом 26"
151825,Iliadis,"город Москва, Самотёчная улица, дом 1/15"
332234,Грузинкий паб,"город Москва, Тверская улица, дом 9"
21993,Бор русский ресторан,"город Москва, Пятницкая улица, дом 9/28, строение 1"
307643,Предприятие быстрого обслуживания «Донар Кебаб»,"город Москва, микрорайон Северное Чертаново, корпус 208"
346086,Trenta Pizza,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, улица Сретенка, дом 24/2, строение 1"
281788,Данкин Донатс,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северный, Дмитровское шоссе, дом 163А, корпус 1"
288511,Prime,"город Москва, Ленинградское шоссе, дом 16А, строение 1"
84755,Krispy Kreme,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Мясницкая улица, дом 13, строение 3"
359962,Скульптор- бургер,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, проспект Мира, дом 119, строение 501"
20653,Буфет в Автомире,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Иркутская улица, дом 5/6, строение 1"
21877,Leningrad,"город Москва, Ленинградский проспект, дом 24А"
322890,Пиццерия Хлеба зрелищ,"город Москва, Олонецкая улица, дом 4"
331486,Кахури,"город Москва, Чертановская улица, дом 47"
371360,Кафе ВОСТОКА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, улица Борисовские Пруды, дом 26"
355758,Сыроварня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4"
328181,Буханка,"город Москва, город Московский, улица Москвитина, дом 5, корпус 2"
345028,БРУСНИКА,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 5"
26870,Вкусно - и точка,"город Москва, шоссе Энтузиастов, владение 63, строение 1"
365608,Бункер Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Ясногорская улица, дом 17, корпус 1"
187729,Hookah place,"город Москва, Ходынский бульвар, дом 20А"
269655,Пекарня,"город Москва, проспект Будённого, дом 18Б"
309389,Пивной бар Карасик,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Плющиха, дом 20/2"
26982,Contrasto,"город Москва, проезд Берёзовой Рощи, дом 6"
136117,Кафетериус,"город Москва, Волгоградский проспект, дом 32, корпус 11"
171010,Семейное кафе и кондитерская «Андерсон»,"город Москва, Рублёвское шоссе, дом 28, корпус 1"
284315,Бар Мотыга,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Лефортовский переулок, дом 12/50, строение 2"
344256,SunRice,"город Москва, Дмитровское шоссе, дом 73, строение 1"
27512,ДОГОТОВОЧНАЯ СТОЛОВАЯ - ШКОЛА 1924,"город Москва, Новокосинская улица, дом 13Б"
243379,Кафе по-домашнему,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Буракова улица, дом 14"
344494,ЯППА чайхона LOUNGE BAR,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская улица, дом 16"
154822,Бурлеск,"город Москва, Комсомольский проспект, дом 28"
309692,The Truffle (ДЕПО МОСКВА),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 3"
151576,Loft Hall 2,"улица Ленинская Слобода, дом 26"
26856,Йоркшир,"город Москва, улица Гризодубовой, дом 4, корпус 1"
254275,Coffee ESKA,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Волоколамское шоссе, дом 1, строение 1"
288303,Кафе «Black молоко»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Береговой проезд, дом 5А, корпус 1"
206019,ДОДО ПИЦЦА,"город Москва, Берёзовая аллея, дом 5"
85374,Вкусно - и точка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, улица Борисовские Пруды, дом 26, корпус 2"
21866,Кофе Хауз,"город Москва, Манежная площадь, дом 1, строение 2"
140750,Рынок и общепит ШУК,"город Москва, Весковский переулок, дом 7"
347818,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Нагорный проезд, дом 2Б"
321366,Суши Love,"город Москва, Феодосийская улица, дом 7, корпус 6"
353004,Кофейня ДРУЖБА,"город Москва, Сколковское шоссе, дом 31, строение 1, помещение 4Н/4"
284704,Разливное пиво,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, Щёлковское шоссе, дом 100, корпус 100"
284609,Бар Бизи,"город Москва, 3-я улица Ямского Поля, дом 2, корпус 12"
341812,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Корнейчука, дом 36"
69821,Ян Примус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Осенний бульвар, дом 7, корпус 1"
319577,Пекарня ROZIE BAKERY,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Студёный проезд, владение 7А"
77595,Бильярдная Сова,"город Москва, Марксистская улица, дом 34, корпус 8"
203266,Lunch box,"город Москва, Профсоюзная улица, дом 65, корпус 1"
206275,KFC,"город Москва, Часовая улица, дом 13"
256175,ШКОЛЬНАЯ СТОЛОВАЯ № 1874,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Новикова, дом 13"
340557,Folk,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Цветной бульвар, дом 2, квартира 92/93"
181168,Пекарня SeDelice,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Автозаводская улица, дом 8"
190124,Милти,"город Москва, Живописная улица, дом 12, корпус 1"
153533,Кафе,"город Москва, Ярославская улица, дом 13А, строение 1"
289573,Кафе Палестра,"город Москва, 2-я Песчаная улица, дом 4А, строение 2"
276710,OnePriceCoffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1"
309401,Greco,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4"
296813,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Ряжская улица, дом 13, корпус 1"
29166,ГБОУ коллежд связи 54,"город Москва, улица Большие Каменщики, дом 7"
329745,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Скобелевская улица, дом 20"
157662,МАГНОЛИЯ,"город Москва, 1-я Тверская-Ямская улица, дом 29, строение 1"
370721,Вкусно по-домашнему 2.0,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Стромынка, дом 5"
276895,SABBABA,"город Москва, Нахимовский проспект, дом 24"
371163,Пиппони,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, шоссе Энтузиастов, дом 53"
291704,Шаурмечная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 617А"
365234,Пан Круассан,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Тверская улица, дом 6, строение 1"
170422,Point58,"город Москва, Новолужнецкий проезд, дом 9, строение 4"
246960,ОПенбир,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, улица Юных Ленинцев, дом 101"
22431,Токат,"город Москва, Новорязанская улица, дом 21, строение 2"
219001,Holy Berry кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, улица Измайловский Вал, дом 2"
338307,Кофейня от Автора,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Римского-Корсакова, дом 11, корпус 3"
244203,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Красная Пресня, дом 23, корпус Б, строение 1"
251835,Coffeway,"город Москва, улица Гарибальди, дом 23"
139770,Кебаб Хаус,"город Москва, площадь Киевского Вокзала, дом 2"
242603,Пицца Экспресс,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Шипиловская улица, дом 46, корпус 1, строение 2"
167497,Якитория,"город Москва, город Московский, улица Хабарова, дом 2"
221483,COFE FEST,"город Москва, Каширское шоссе, дом 3, корпус 2, строение 4"
325813,FOOD TUT,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Цветной бульвар, дом 17"
327831,Пинта,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Декабристов, дом 12"
28585,Столовая «Школа 2000 КДП»,"город Москва, Кантемировская улица, дом 22, корпус 6"
346628,Volante pizza vino,"Российская Федерация, город Москва, внутригородская территория поселение Московский, деревня Лапшинка, земельный участок 8Д"
254217,Kuzina,"город Москва, улица Черняховского, дом 7"
338009,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Пролетарский проспект, дом 14/49, корпус 3"
158879,Кафе Олимпик,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Электролитный проезд, дом 3Б, строение 6"
184142,Виктория и Альберт,"город Москва, улица Гризодубовой, дом 4, корпус 4"
285561,Бистро24,"город Москва, улица Софьи Ковалевской, дом 2"
290754,Pho bo,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, улица Сретенка, дом 36"
278444,Vita Juice,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б"
205306,Купянчанка,"город Москва, Малая Почтовая улица, дом 2/2, строение 1"
344141,Шаурма на Дубровке,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Шарикоподшипниковская улица, дом 32"
331793,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Комсомольский проспект, дом 27, строение 5"
178664,Кафе «Кофишенская»,"город Москва, Дольская улица, дом 10, строение 3"
348469,CoffeeNat,"город Москва, Венёвская улица, дом 6"
284127,69 Pints,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Народного Ополчения, дом 44, корпус 1"
211231,Милти,"город Москва, Ивантеевская улица, дом 25А"
301022,Честная рыба,"город Москва, Боровское шоссе, дом 2, корпус 5"
141575,Лобби-бар Лайтбар,"город Москва, Космодамианская набережная, дом 52, строение 6"
329438,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Ленинградский проспект, дом 4/2"
27396,Столовая при школе 1551,"город Москва, улица Фабрициуса, дом 10, корпус 2"
290300,Буханка,"Российская Федерация, город Москва, внутригородская территория поселение Московский, Саларьевская улица, дом 14, корпус 2"
190222,KFC,"город Москва, 74-й километр Московской Кольцевой Автодороги, владение 4, строение 1"
355622,Бодега Милагро кубанская лавка МИЛАГРО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Таганская площадь, дом 86/1, строение 1"
271445,NIQA END PATISSERIE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Остоженка, дом 27, корпус 3"
21345,СТОЛИЧНЫЕ АПТЕКИ,"город Москва, Дубнинская улица, дом 85"
106095,Все твои друзья,"город Москва, Малый Гнездниковский переулок, дом 12"
349839,Крошка Картошка,"город Москва, Святоозерская улица, дом 1А"
312220,Я люблю суши,"город Москва, улица Адмирала Лазарева, дом 58"
312003,Дабл Би,"город Москва, Большая Тульская улица, дом 13"
263350,СТОЛОВАЯ ПРИ ГОУ ЦО № 491,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Новочеркасский бульвар, дом 17"
290185,Coffee Brothers,"город Москва, Рочдельская улица, дом 15, строение 16"
179437,Coffee Orange,"город Москва, Беломорская улица, дом 26, строение 2"
337208,Ебидоеби,"город Москва, Дубнинская улица, дом 19"
321945,Дэнди пицца,"город Москва, Донецкая улица, дом 30, корпус 1"
284164,ПИВОМАНИЯ КРАФТ БАР,"город Москва, Соколово-Мещерская улица, дом 29"
328344,Осетинский пирог,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Матвеевская улица, дом 4, корпус 1"
349397,Плов-Центр,"город Москва, Варшавское шоссе, дом 91, строение 17"
279394,Вьетнамский стритфуд,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, шоссе Энтузиастов, дом 12, корпус 2"
340285,МосКальян,"город Москва, Мантулинская улица, дом 12, квартира 67, комната 1/1А"
21754,Дом 12,"город Москва, улица Пречистенка, дом 21/12, строение 5"
270476,Кофейня «Мировая Чашка»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Нижняя Первомайская улица, дом 48/9"
362697,Хот Дог,"город Москва, 5-я улица Ямского Поля, дом 23, корпус 1"
289451,Шавармье,"город Москва, Большая Семёновская улица, дом 17А"
325810,Chick O'Rico,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Покровка, дом 1/13/6, строение 2"
272128,Домино'с Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Литвина-Седого, дом 10, строение 3"
351932,Папа Джонс,"город Москва, улица Мусы Джалиля, владение 13А"
372960,Timeless,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Большая Якиманка, дом 22"
309788,WOWfers,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4"
373002,Тутантуни,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 32, строение 2"
29455,ГБОУ школа № 2114,"город Москва, бульвар Дмитрия Донского, дом 14А"
177456,Прайм стар,"город Москва, улица Остоженка, дом 40/1"
19630,Донер Кебаб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, улица Шолохова, дом 4"
21190,ВИСТИ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Дегунино, Дубнинская улица, дом 75, строение 1"
287998,Европейская кухня футкорт,"город Москва, Ярославское шоссе, дом 146, корпус 1"
321722,Шаурма,"город Москва, Учинская улица, дом 1"
365795,Буханка,"город Москва, Ярцевская улица, дом 33, корпус 1"
208599,Кальянная Мята Lounge,"город Москва, Куликовская улица, дом 1А"
302574,Суши Wok,"город Москва, Скобелевская улица, дом 19"
178174,Пицца Паоло,"город Москва, Святоозерская улица, дом 1А"
27751,Олимпиец,"город Москва, Лужнецкая набережная, дом 8, строение 1"
359487,Avgust13,"город Москва, 1-я Квесисская улица, дом 9"
236565,Сладко,"город Москва, Новочеркасский бульвар, дом 10, корпус 1"
366749,Гриль & Бир,"Российская Федерация, город Москва, внутригородская территория поселение Московский, улица Родниковая, дом 9А, корпус 1"
362557,Инжир,"город Москва, Ленинградский проспект, дом 36"
295406,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 1/2"
27467,СТОЛОВАЯ-ДОГОТОВОЧНАЯ ПРИ ШКОЛЕ 752,"город Москва, Ярославское шоссе, дом 8, корпус 1"
21526,БУФЕТ при ГУП «Объединенный комбинат школьного питания»,"город Москва, улица Амундсена, дом 11, корпус 3"
356263,Шаурма в почте донер,"улица Бутлерова, дом 24"
21388,БУФЕТ-РАЗДАТОЧНЫЙ ПРИ ШКОЛЕ № 242,"город Москва, 1-й проезд Марьиной Рощи, дом 3А"
309723,SEBB'S Raw and Fire (ДЕПО МОСКВА),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 3"
296292,Crab Meet,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Мытная улица, дом 74"
290270,Вкусно - и точка,"город Москва, улица Яблочкова, дом 19Г"
23401,Голенкова Л.В.,"город Москва, Верейская улица, дом 29, строение 135"
27789,ФИЛФУД,"город Москва, Большой Саввинский переулок, дом 9, строение 2"
298500,Пекарня «Загляни Генацвале»,"Российская Федерация, город Москва, город Троицк, 41 километр Калужского шоссе, дом 10"
19935,АЭЛИТА,"город Москва, Боровское шоссе, дом 27, корпус 1"
267658,New York Burger,"город Москва, поселение Московский, деревня Лапшинка, владение 8, корпус 1"
308609,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Таганская улица, дом 1, строение 1"
330010,Le Doner,"город Москва, площадь Джавахарлала Неру, дом 1"
125022,Ресторан Черетто Море,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкая улица, дом 52, строение 1"
284311,Крафтовый паб Madpub,"город Зеленоград, Георгиевский проспект, дом 33, корпус 5, помещение 169П"
29155,ШКОЛА 2104,"город Москва, 1-й Котельнический переулок, дом 5, строение 2"
359473,Руспирог - пироговая кондитерская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 426А, строение 2"
269896,Столовая Кафе Гор,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, улица Талалихина, дом 33, строение 8"
228526,КОФЕЙНЯ,"проспект Мира, дом 188Б, корпус 2, помещение 111"
278666,Шаурма Выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, Новочерёмушкинская улица, дом 12"
26047,Кафе «Шинок»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица 1905 Года, дом 2, строение 1"
250659,Pizza Express 24,"город Москва, поселение Краснопахорское, деревня Красная Пахра, владение 150"
253285,ONSTAGE Ресторан-Караоке,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Солдатская улица, дом 6А"
271828,Мята lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Нахимовский проспект, дом 35, корпус 2"
362726,Pazza Pizza,"город Москва, Новодмитровская улица, дом 2, корпус 6"
311687,ЧИК ОРИКО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Дубининская улица, дом 55, корпус 1"
349843,Чайхона,"город Москва, Дмитровское шоссе, дом 91"
227977,Траппист,"город Москва, Большой Черкасский переулок, дом 15-17, строение 1"
303022,Zavisimost,"город Москва, Корабельная улица, дом 17, корпус 3"
311893,Султан халяль донер выпечка 24,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Солдатская улица, дом 6А"
282162,Кофе с собой,"город Москва, город Московский, улица Атласова, дом 9"
25290,КАФЕ «Матрешка»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловское шоссе, дом 71, корпус 4Г-Д"
306724,Иди обниму,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, проспект Вернадского, дом 44, корпус 2"
331901,Capo pasta & pizza,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Кантемировская улица, дом 47"
208851,Данкин Донатс Dunkin Donuts,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Перерва, дом 43, корпус 1"
