ID,Name,Address,IsNetObject,TypeObject,is_actual
318226,ABC COFFEE ROASTERS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 72, корпус 1",нет,,
318218,Шаурма Та самая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Стройковская улица, дом 10А",,,
318215,Кофейня Holder,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, улица Талалихина, дом 2/1, корпус 1",,,
318192,Lakmus bar&Bottle shop,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Конный переулок, дом 12",,,
318155,One price coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 32, строение 2",,,
318150,Милти,"город Москва, Ладожская улица, дом 4/6, строение 4",да,,
318102,Донер Хачапури,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Малая Калитниковская улица, дом 2, корпус 1",нет,,
318058,Кафе Бургерная,"город Москва, Шелепихинская набережная, дом 34, корпус 2",,,
318036,Кофе Хауз,"город Москва, Автозаводская улица, дом 23А",да,,
318033,Столовая ЦСКА,"город Москва, Автозаводская улица, дом 23А",,,
317990,"Рафф, два, три","Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Варшавское шоссе, земельный участок 132/2",нет,,
317981,"Бико пекарня, кулинария","Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Нижняя Радищевская улица, дом 10, строение 1",нет,,
317967,One Price Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 112",нет,,
317954,Bake&Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Южнопортовая улица, дом 16",нет,,
317934,COLOR COFFEE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Дубосековская улица, дом 7",,,
317838,El Borracho бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Трубная улица, дом 15",нет,,
317837,ВКУСВИЛЛ Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Василевского, дом 17",нет,,
317799,BREW KITCHEN,"город Москва, Нагатинская улица, дом 4, корпус 3",нет,,
317778,Столовая при Геронтологическом центре «Тропарево»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, улица Островитянова, дом 10, строение 1",нет,,
317773,Coffee lavka,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Большой Овчинниковский переулок, дом 16",нет,,
317732,Subway,"город Москва, Шарикоподшипниковская улица, дом 13, строение 3",,,
317645,ВкусВилл кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Малиновского, дом 8",да,,
317626,Кафе,"город Москва, Шарикоподшипниковская улица, дом 13, строение 3",нет,,
317560,SOROKA BISTRO,"город Москва, улица Кржижановского, владение 22, строение 1",нет,,
317549,Пекарня,"город Москва, улица Наташи Качуевской, дом 2",,,
317534,СушиWok,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, улица Фомичёвой, дом 16, корпус 5",нет,,
317530,Subway,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Народного Ополчения, дом 44, корпус 1",да,,
317410,Гедонист,"Российская Федерация, город Москва, Сельскохозяйственная улица, дом 38, корпус 1",,,
317358,Пекарня,"город Москва, Таллинская улица, дом 13, корпус 1",,,
317208,Sushi Maximum,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, 7-я Кожуховская улица, дом 9",нет,,
317139,Донер 42,"город Москва, улица Народного Ополчения, дом 47, корпус 1, строение 1",нет,,
317116,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Кутузовский проспект, дом 76",,,
317064,Следующая станция Сокол Бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Ленинградский проспект, дом 80, корпус 19",,,
317003,Black Cash coffee,"город Москва, Боровское шоссе, дом 2, строение 5А",нет,,
317000,Буханка,"город Москва, Боровское шоссе, дом 2, корпус 4",да,,
316994,Лоза,"город Москва, Большая Филёвская улица, дом 53",,,
316974,Жаровня,"город Москва, проспект Андропова, дом 1А",нет,,
316899,Плов-Центр,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 617А",,,
316878,Выпечка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Красноармейская улица, дом 5",,,
316728,Кофе с собой,"город Москва, Никитский бульвар, дом 25",да,,
316718,Буханка Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Красноказарменная улица, дом 14А, корпус 5",,,
316696,Amande Cafe,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Марксистская улица, дом 3, строение 1",нет,,
316692,Coffee INN,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Садовническая улица, дом 8",нет,,
316620,Донеркебаб,"город Москва, Таганская улица, дом 32/1, строение 1",нет,,
316618,Like at Home,"город Москва, 3-я Хорошёвская улица, дом 27, корпус 1",,,
316591,Вино & Кухня,"город Москва, Никулинская улица, дом 8, корпус 3",,,
316574,Mates Pizza,"город Москва, Ленинградский проспект, дом 29, корпус 3",,,
316573,Пекарня,"город Москва, Кировоградская улица, владение 15А",,,
316520,Шаурму Хачу (ДЕПО МОСКВА),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 3",,,
316508,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Вешняковская улица, дом 18",да,,
316499,Бар Руби при гостинице Crowne Plaza,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Озерковская набережная, дом 26",,,
316496,Gilo Pasta and Pizza (ДЕПО МОСКВА),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 3",,,
316492,Крошка картошка,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б",да,,
316449,Кафе I DO THE KITCHEN,"Волоколамское шоссе, дом 71, корпус 1, помещение 11П/2",нет,,
316411,Mr.Ambar кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, Вишнёвая улица, дом 2/14",,,
316399,Теремок,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, проспект Вернадского, дом 6",,,
316363,White Fox кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Подсосенский переулок, дом 8, строение 2",нет,,
316325,Кафе У Камина,"Российская Федерация, город Москва, внутригородская территория поселение Московский, квартал № 70, земельный участок 2",нет,,
316321,Чайхана Фирдавс,"Российская Федерация, город Москва, внутригородская территория поселение Московский, улица Родниковая, дом 9А, корпус 6",нет,,
316276,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, Профсоюзная улица, дом 19",да,,
316261,Good Food Bowl,"город Москва, Пресненская набережная, дом 2, помещение 176П/2",нет,,
316101,Пекарня,"город Москва, проезд Стратонавтов, дом 7, корпус 2",нет,,
316030,СНЕДИ ФЕДИ,"город Москва, Садовническая набережная, дом 75",,,
315851,Fast soup,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Новодмитровская улица, дом 1, строение 9",нет,,
315820,Барбекю,"город Москва, Тушинская улица, дом 17",да,,
315808,Vse-em,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, Профсоюзная улица, дом 126, корпус 2",,,
315787,ОПенбир,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, квартал Волжский Бульвар 114а, корпус 9",нет,,
315713,Кофе с собой,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Большая Дмитровка, дом 23, строение 1",да,,
315697,Крошка Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, площадь Савёловского Вокзала, владение 2, строение 16",,,
315518,Соки,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",нет,,
315507,Шарбат,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Медведково, проезд Дежнёва, дом 7",нет,,
315430,Чайхана Ором,"город Москва, улица Свободы, дом 48, строение 1, помещение 3Н",нет,,
315262,Шаурма,"город Москва, Краснодарская улица, дом 48, строение 1",нет,,
315257,Чайхана Баракат,"город Москва, Краснодарская улица, дом 66, корпус 2",нет,,
315199,Booblik,"город Москва, улица 8 Марта, дом 8, строение 3",,,
315182,Въетнамская кухня Pho bo,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, Локомотивный проезд, дом 4",нет,,
315140,Шашлычная,"город Москва, Бескудниковский бульвар, дом 13",нет,,
315008,Мята Кибер,"город Москва, Алтуфьевское шоссе, дом 8",нет,,
315007,WINE DEPO (ДЕПО МОСКВА),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 20, строение 3",,,
314882,Shishka,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Садовая улица, дом 14, строение 6",нет,,
314837,Coffeefresh,"город Москва, Профсоюзная улица, дом 129А",нет,,
314834,Казан-кебаб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Перовская улица, дом 62",нет,,
314790,Чайхана Я-Ташкент,"город Москва, город Московский, 1-й микрорайон, владение 41Б, строение 9",нет,,
314716,BOWL FAMILY,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Чонгарский бульвар, дом 7",нет,,
314669,Каравай,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 1А, строение 1",,,
314667,ONE & DOUBLE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 1А, строение 1",нет,,
314663,Хот-Доги №1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 1А, строение 1",нет,,
314660,Пончики,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Павелецкая площадь, дом 1А, строение 1",нет,,
314659,Столовая РечниковЪ,"город Москва, улица Речников, дом 21, строение 10",,,
314568,Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, улица Вавилова, дом 48",нет,,
314547,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Луганская улица, дом 10",нет,,
314494,Хлебница пекарня,"город Москва, улица Бунинская Аллея, дом 7",да,,
314457,Папа Джонс,"город Москва, город Зеленоград, корпус 126",,,
314427,Суши WOK,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Строгинский бульвар, дом 7, корпус 1",да,,
314406,Ресторан,"город Москва, Нахимовский проспект, дом 24, строение 1",нет,,
314379,Суши,"город Москва, Нахимовский проспект, дом 24, строение 1",,,
314271,Ресторан «KFC»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Багратионовский проезд, дом 7, корпус 2",да,,
314260,Кафе «Кофе порт»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Пресненская набережная, дом 8, строение 1, машино-место 5134",нет,,
314219,Кофейня Кондитерская,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Судостроительная улица, дом 32",нет,,
314199,Бар «Мориарти бар»,"город Москва, Рочдельская улица, дом 15, строение 11",нет,,
314174,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, Химкинский бульвар, дом 16, корпус 1",нет,,
314102,Street LOFT kaffe,"город Москва, поселение Десеновское, 1-я Нововатутинская улица, дом 3",нет,,
314031,Кулинария «Арамье»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 7А",нет,,
313975,Loo Chi,"город Москва, Лазоревый проезд, дом 5, корпус 1",,,
313972,Кальянная Olhovka Lounge,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижняя Красносельская улица, дом 35, строение 52",,,
313883,Москальян,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Таганская улица, дом 29, строение 1",нет,,
313706,Шаурма,"город Москва, Востряковский проезд, дом 15Б",нет,,
313657,Кебаб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, Костромская улица, дом 17",нет,,
313650,Вкусно - и точка,"город Москва, Бирюлёвская улица, дом 51, корпус 1",да,,
313648,Блин с кофе,"город Москва, улица Маршала Прошлякова, дом 14, корпус 2",нет,,
313630,Пекарня Маковка,"город Москва, город Зеленоград, корпус 1508",,,
313609,Бургер Кинг,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, 33-й километр Московской Кольцевой Автодороги, дом 6, строение 1",да,,
313585,Ля Фантази,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 2-й Павелецкий проезд, дом 5, строение 1",,,
313579,ПРАВDА Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 2-й Павелецкий проезд, дом 5, строение 1",,,
313515,Стардогс,"город Москва, Старая Басманная улица, дом 15, строение 1",нет,,
313507,Пше Nizza,"город Москва, Шмитовский проезд, дом 10/7, квартира 7, комната 3/3А",нет,,
313475,Арабская шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Молдавская улица, дом 4",нет,,
313465,Кафе «ТУТ»,"город Москва, улица Генерала Белова, дом 1/8",нет,,
313456,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, 3-я Парковая улица, дом 57",,,
313422,SUBWAY,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Зубовский бульвар, дом 17, строение 1",,,
313387,Гамбринус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Живарев переулок, дом 8, строение 3",,,
313276,Holder coffee,"город Москва, 2-й Вольный переулок, дом 11",нет,,
313230,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Озёрная улица, дом 18",нет,,
313165,Горячая выпечка,"город Москва, Профсоюзная улица, дом 129А",,,
313054,CROSBY COFFEE,"город Москва, Новая Басманная улица, дом 14, строение 7",нет,,
312974,Суши пицца 312,"город Москва, улица Маршала Ерёменко, дом 5, корпус 4",,,
312958,The Hummus,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Старая Басманная улица, дом 15, строение 3",,,
312941,Moto Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Народного Ополчения, дом 41",нет,,
312799,Донер,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, Чертановская улица, дом 9, строение 1",,,
312663,HAYDEE LOUNGE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Долгоруковская улица, дом 39/6",нет,,
312605,Изи Паб,"город Москва, внутригородская территория поселение Московский, город Московский, улица Никитина, дом 2",нет,,
312591,The мясо,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, Южнобутовская улица, дом 70",,,
312556,Узбекская Кухня,"город Москва, Дмитровское шоссе, дом 56",,,
312546,Кофейня K2 Coffe,"город Москва, Щёлковское шоссе, дом 74",,,
312518,Правда кофе с собой,"город Москва, Походный проезд, дом 4, корпус 1",нет,,
312511,Кофейня ICoffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марфино, Гостиничный проезд, дом 6, корпус 2",,,
312510,Столовая,"город Москва, Волгоградский проспект, дом 46Б, корпус 1",нет,,
312473,Донер кебаб,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, 8-я улица Текстильщиков, дом 5, корпус 2",,,
312279,Berry fruit,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, Ленинский проспект, дом 108, строение 1",нет,,
312220,Я люблю суши,"город Москва, улица Адмирала Лазарева, дом 58",нет,,
312218,Come a casa,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, 3-я Хорошёвская улица, дом 21, корпус 1",нет,,
312215,Кафетерий,"Российская Федерация, город Москва, городской округ Троицк, город Троицк, Калужское шоссе, земельный участок 54",нет,,
312201,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Бауманская улица, дом 50/12, строение 1",нет,,
312073,Beersenev Bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Автозаводская улица, дом 23, строение 931",нет,,
312026,Донер Кебаб,"город Москва, Варшавское шоссе, дом 102, строение 2",,,
312003,Дабл Би,"город Москва, Большая Тульская улица, дом 13",,,
311984,Bo-bo Lounge,"город Москва, Большая Садовая улица, дом 5, корпус 1",нет,,
311946,Ratio Coffee,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Большая Якиманка, дом 19",нет,,
311919,Qalaguri вкусно по-грузински,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Чонгарский бульвар, дом 7",нет,,
311914,Кафе Coffe Fox,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Сельскохозяйственная улица, дом 43, строение 1",нет,,
311893,Султан халяль донер выпечка 24,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Солдатская улица, дом 6А",нет,,
311818,Зеленоград Плаза,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, проспект Генерала Алексеева, дом 16",,,
311763,"Шаурма, выпечка","Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Рязанский проспект, дом 46, корпус 7",,,
311761,Столовая «Фуд Сервис Компани»,"город Москва, Варшавское шоссе, дом 125Ж, корпус 6",нет,,
311687,ЧИК ОРИКО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Дубининская улица, дом 55, корпус 1",нет,,
311656,Hungry Dragon,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, Ленинский проспект, дом 108, строение 1",нет,,
311625,Столовая «Кафешка № 15»,"город Москва, Щербаковская улица, дом 53, корпус 15",нет,,
311614,Бургер Кинг,"город Москва, поселение Московский, МКАД, 47-й километр, владение 31, строение 1",да,,
311591,Вкусно - и точка,"город Москва, проспект Андропова, дом 1А",да,,
311568,Шоколадница,"город Москва, проспект Мира, дом 119, строение 23",да,,
311550,Обед буфет,"город Москва, улица Ибрагимова, дом 31, корпус 47",нет,,
311547,Столовая,"город Москва, 1-й Нагатинский проезд, дом 10, строение 1",нет,,
311538,Кулинарная лавка братьев Караваевых,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Воздвиженка, дом 10",да,,
311530,Два зерна,"город Москва, Берёзовая аллея, дом 17, корпус 2",,,
311514,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Аминьевское шоссе, дом 6",,,
311496,Кафе,"город Москва, Шарикоподшипниковская улица, дом 13, строение 3",,,
311494,Кулинарная лавка братьев Караваевых,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 1/2",,,
311493,Кафе «Мисти Парк»,"город Москва, Чертановская улица, владение 22, строение 7",нет,,
311489,Cofix,"город Москва, Шарикоподшипниковская улица, дом 13, строение 3",,,
311480,Кулинарная лавка братьев Караваевых,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Малая Дмитровка, дом 15",,,
311458,Кафе,"город Москва, Шарикоподшипниковская улица, дом 13, строение 3",нет,,
311454,Столовая,"город Москва, улица Водников, дом 2",нет,,
311407,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Деловая улица, дом 18, строение 1",нет,,
311365,Кафе,"город Москва, Егорьевский проезд, дом 2А, строение 2",нет,,
311332,Елочка (ПРОФСОЮЗ),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Сущёвская улица, дом 21",,,
311328,Сиреневый туман (ПРОФСОЮЗ),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Сущёвская улица, дом 21",нет,,
311317,Свежевыжатые соки и коктейли,"город Москва, Щукинская улица, дом 42",,,
311303,Affligem bar (ПРОФСОЮЗ),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Сущёвская улица, дом 21",нет,,
311271,Столовая,"город Москва, Солнечногорская улица, дом 4, строение 1",нет,,
311270,На луне,"город Москва, Венёвская улица, дом 2А",нет,,
311267,Столовая «Литфонд»,"город Москва, 1-я Аэропортовская улица, дом 5",,,
311258,Zelenokart,"город Москва, город Зеленоград, проектируемый проезд № 687, дом 1",нет,,
311255,Донер Дог,"город Москва, 4-я Магистральная улица, дом 5, строение 1",,,
311253,Парк Развлечения «Замания»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",,,
311235,Выжимка,"город Москва, улица Новаторов, дом 34, корпус 7",нет,,
311232,Кафе,"город Москва, проспект Мира, дом 105К",,,
311226,Домашний Вкус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, улица Вилиса Лациса, дом 28",нет,,
311216,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 21, строение 3",,,
311210,Тхали,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловское шоссе, дом 73Ж, строение 9",,,
311205,Грузинская кухня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 6-я Парковая улица, дом 21",нет,,
311201,КВН КАФЕ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Шереметьевская улица, дом 2",,,
311195,Кофейня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, Профсоюзная улица, дом 56",,,
311192,Ikea,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, проспект Мира, дом 211, корпус 2",,,
311191,ПИРОГ ХАУС,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ростокино, Малахитовая улица, дом 3",нет,,
311182,Шах Кебаб,"город Москва, поселение Сосенское, Калужское шоссе, 22-й километр, дом 10",нет,,
311180,Кофейня Кофесфера,"город Москва, Профсоюзная улица, дом 68, корпус 1",нет,,
311179,Silver Panda,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Полковая улица, дом 3, строение 5",нет,,
311172,Хмель и солод,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лианозово, Абрамцевская улица, дом 9, корпус 1",,,
311167,Кафе Замания,"город Москва, улица Поляны, дом 8",нет,,
311166,Крошка Картошка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Сигнальный проезд, дом 17",да,,
311158,Кафе «Китайское»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, 19-й километр Московской Кольцевой Автодороги, владение 20, строение 1",,,
311139,Хинкальная Батуми,"город Москва, улица Барклая, дом 10",нет,,
311129,Выпечка 24 Халяль Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, улица Мичуринский Проспект, Олимпийская Деревня, дом 1",нет,,
311107,Баскин Роббинс,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, Ходынский бульвар, дом 4",,,
311102,Кулинарная лавка братьев Караваевых,"город Москва, Варшавское шоссе, дом 9, строение 1Б",да,,
311078,Циники,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Богословский переулок, дом 8/15, строение 1",нет,,
311065,STREET FOOD столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, улица Сущёвский Вал, дом 5, строение 5",нет,,
311055,Русалочка суши,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Страстной бульвар, дом 7, строение 3",нет,,
311048,COFFEE,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Варшавское шоссе, дом 9, строение 1",,,
311018,Комедия Дель Арт,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, Большой Толмачёвский переулок, дом 4, строение 1",,,
311000,Кафе «Ташкент»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, улица Барклая, дом 8",нет,,
310990,Кулинария-столовая,"город Москва, Сходненская улица, дом 44/17",нет,,
310945,White fox cafe,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Плющиха, дом 20/2",нет,,
