ID,Name,Address,IsNetObject,TypeObject,is_actual
260123,О Суши,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Электродная улица, дом 2, строение 32",нет,,
260022,Taksim турецкий ресторан,"город Москва, Кировоградская улица, дом 13А",нет,,
259952,Вкусные мелочи,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Пришвина, дом 26",нет,,
259839,Чайхана Очаг,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Медведково, проезд Дежнёва, дом 23",нет,,
259806,Market Place и sushi poke,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, площадь Киевского Вокзала, дом 2",нет,,
259715,ФРАНКЛИН БУРГЕР,"город Москва, Семёновская площадь, дом 1",,,
259643,Coffee bay,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Верхняя Красносельская улица, дом 3А",нет,,
259605,Охота,"город Москва, бульвар Генерала Карбышева, дом 8, строение 3",,,
259563,Крошка Картошка,"город Москва, Дмитровское шоссе, дом 89",да,,
259430,Pinzeria by Bontempi,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, улица Волхонка, дом 16",нет,,
259423,"Напитки, мороженное, кофе «КофеБум»","Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, микрорайон Северное Чертаново, дом 1А",нет,,
259355,ЛУНА,"город Москва, Ярцевская улица, дом 19",нет,,
259329,Fкусный,"город Москва, поселение Внуковское, улица Лётчика Ульянина, дом 6",нет,,
259253,Живое пиво,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, Саратовская улица, дом 14/1",нет,,
259247,Ресторан «МОРЕМАНИЯ»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Минская улица, дом 14-А",нет,,
259215,Пекарня Шашлыки Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, улица Фёдора Полетаева, дом 40",,,
259191,Волконский,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Охотный Ряд, дом 2",,,
259110,Кафе Плов Хаус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Люблинская улица, дом 165, корпус 3",,,
259109,CAMERA OBSCURA,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Чонгарский бульвар, дом 7",нет,,
259069,Кофе,"Пресненская набережная, дом 12, помещение 10/45",нет,,
259051,Ресторан Звездопад,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, Ставропольский проезд, дом 7",нет,,
259027,Каббин,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, площадь Савёловского Вокзала, дом 2",нет,,
259013,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, площадь Савёловского Вокзала, дом 2",,,
258971,Coffee Nefer,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, площадь Савёловского Вокзала, владение 2, строение 10",нет,,
258921,Додо Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Садовая-Кудринская улица, дом 7",,,
258883,Ашан кафе,"город Москва, поселение Сосенское, Калужское шоссе, 21-й километр, владение 3Б",нет,,
258767,Пивница «Синий гном»,"город Зеленоград, Георгиевский проспект, дом 33, корпус 5, помещение 169П",нет,,
258695,В&В Бургер,"город Москва, поселение Московский, Киевское шоссе, 23-й километр, владение 1",да,,
258675,ESTETICA CAFE,"город Москва, Кировоградская улица, дом 15",нет,,
258492,Империя пиццы,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, Новоалексеевская улица, дом 12, строение 1",нет,,
258401,Шаурма. Выпечка,"город Москва, Пятницкое шоссе, дом 6, корпус 1",нет,,
258358,Хинкальная,"город Москва, Щукинская улица, дом 42",,,
258280,Кофе в Турке,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, шоссе Энтузиастов, дом 12, корпус 2",нет,,
258190,В гуще событий,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Волгоградский проспект, дом 32, корпус 2",,,
258175,Домино'с Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ферганская улица, дом 14/13",да,,
258104,Столовая в соцжилдоме,"город Москва, Митинская улица, дом 25, корпус 3",,,
257982,Зажигалка,"город Москва, улица Земляной Вал, дом 50А, строение 3",,,
257875,Joki Joya кафе,"город Москва, Новоясеневский проспект, дом 1",,,
257800,Кафетериус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Никитская улица, дом 35",,,
257789,Домино'с Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, улица Щипок, дом 22, строение 1",,,
257754,Шаурма табак,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, шоссе Энтузиастов, дом 18",нет,,
257677,Bodega,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Никитская улица, дом 60, строение 1",нет,,
257407,Буханка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Петрозаводская улица, дом 9, корпус 2",,,
257376,Чайхана ОШ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Семёновский переулок, дом 21",нет,,
257358,ГБОУ Школа №1519,"город Москва, улица Исаковского, дом 22, корпус 3",нет,,
257355,ГБОУ Школа №1519,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, улица Исаковского, дом 14, корпус 3",нет,,
257354,ГБОУ Школа №1619,"город Москва, улица Твардовского, дом 20",нет,,
257353,ГБОУ Школа №1155,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Строгино, Таллинская улица, дом 16, корпус 4",нет,,
257351,ГБОУ Школа №1519,"город Москва, улица Маршала Катукова, дом 21, корпус 2",,,
257240,Cofee Wake,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Каширское шоссе, дом 14",нет,,
256903,ЭХО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Малый Путинковский переулок, дом 1/2, строение 1",нет,,
256881,Hookah Place Semenovskaya кальянная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Измайловское шоссе, дом 3А",нет,,
256733,Крошка Картошка,"город Москва, Измайловское шоссе, дом 69Б",да,,
256687,Чайхона,"город Москва, улица Цандера, дом 7, корпус 2А",,,
256539,Наш Двор,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Инициативная улица, дом 3",нет,,
256497,Бык да Баран,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Поляны, дом 22",,,
256442,Суши,"город Москва, поселение Сосенское, посёлок Коммунарка, улица Александры Монаховой, дом 88, корпус 1",нет,,
256419,СтардогS,"город Москва, Рязанский проспект, дом 2, корпус 3",,,
256404,Бар Кабинет психолога,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Пятницкая улица, дом 30, строение 1",нет,,
256317,Буфет,"город Москва, Волоколамское шоссе, дом 112",,,
256301,Штаб кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Варшавское шоссе, дом 1А",,,
256211,Школа № 830 корпус №4,"город Москва, Врачебный проезд, дом 12",нет,,
256175,ШКОЛЬНАЯ СТОЛОВАЯ № 1874,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Новикова, дом 13",нет,,
256174,ШКОЛЬНАЯ СТОЛОВАЯ № 1874,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Маршала Василевского, дом 11, корпус 2",,,
256172,ШКОЛЬНАЯ СТОЛОВАЯ № 1210,"город Москва, улица Гамалеи, дом 17, корпус 1",,,
256169,ШКОЛЬНАЯ СТОЛОВАЯ 92 1210,"город Москва, Живописная улица, дом 32",,,
256140,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, улица Академика Королёва, дом 13, строение 1",нет,,
256139,Столовая ГБОУ Курчатовская школа,"город Москва, улица Маршала Конева, дом 11",,,
256033,СУШИСТОР,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Новочеркасский бульвар, дом 55",нет,,
255817,Вкусно - и точка,"город Москва, Широкая улица, дом 13А",да,,
255770,Буфет,"город Москва, Октябрьская железная дорога, Московское, 611 километр, строение 1",нет,,
255674,Траттория EVI,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, Буженинова улица, дом 30, строение 3",нет,,
255583,St.Peters and St.Anton,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Моховая улица, дом 11, строение 3",нет,,
255504,Кофейня кофе выпечка ЗНАКОМЫЕ ЛИЦА,"город Москва, Дмитровское шоссе, дом 107А, корпус 1",,,
255457,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижняя Сыромятническая улица, дом 11, строение 52",да,,
255434,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Земляной Вал, дом 3/1, строение 7",да,,
255347,Каравай-СВ фм Урожай,"город Москва, Новопесчаная улица, дом 21, корпус 1",,,
255314,Bizon Hookah,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, проспект Мира, дом 124, корпус 8",нет,,
255233,Чао Пицца,"город Москва, Автозаводская улица, дом 18",нет,,
255225,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Гарибальди, дом 24, корпус 2",,,
255196,Сыто Пьяно территория низких цен,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Авиамоторная улица, дом 41Б",нет,,
255141,King Woke and Roll,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Поречная улица, дом 10",нет,,
255140,Pizzalina,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Поречная улица, дом 10",,,
255129,Теремок,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Поречная улица, дом 10",да,,
255110,Ургут,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, улица Наташи Ковшовой, дом 8, корпус 1",нет,,
255064,Stardogs,"город Москва, Кировоградская улица, дом 13А",,,
255060,Шоколадница,"город Москва, Кировоградская улица, дом 13А",да,,
255040,Кафе «PIVO.BAR»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Алтайская улица, дом 19, строение 1А",,,
255023,Милти,"город Москва, поселение Сосенское, Николо-Хованская улица, дом 28, строение 5",да,,
255017,Хинкальная,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Пролетарский проспект, владение 23А",,,
254972,Ресторан «Мансард Хол»,"город Москва, улица Лавочкина, дом 7А, строение 1",,,
254958,Гамбринус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Большая Дорогомиловская улица, дом 4",да,,
254832,ГОРОДСКАЯ БОЛЬНИЦА 12,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Царицыно, Бакинская улица, дом 26",,,
254808,Трамвай винный бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Якиманка, улица Шаболовка, дом 19",нет,,
254675,Timeless,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Благовещенский переулок, дом 1",нет,,
254666,Секрет,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Нижний Сусальный переулок, дом 7, строение 8",,,
254588,Wildberries,"город Москва, Мартеновская улица, дом 3",нет,,
254587,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Уральская улица, дом 17",нет,,
254536,TaAm Hummus Bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Волоколамское шоссе, дом 6",нет,,
254486,Хмель и солод,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Тушино, бульвар Яна Райниса, дом 8",нет,,
254481,ПРАВDА Кофе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Кожевнический проезд, дом 4/5, строение 5",да,,
254479,RD Cafe,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 2-й Павелецкий проезд, дом 5, строение 1",,,
254394,Rumas,"город Москва, город Зеленоград, корпус 438",нет,,
254382,Ресторан «Ариана»,"город Москва, Шипиловская улица, владение 39А",нет,,
254381,Додо Пицца,"город Москва, Большая Серпуховская улица, дом 31, корпус 11",да,,
254281,Шаурма,"город Москва, поселение Московский, Саларьевская улица, дом 8, корпус 2",,,
254237,Кафе Svoiassy,"город Москва, 11-я Парковая улица, дом 49",нет,,
254164,Фитнес Бар,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, Лодочная улица, дом 43",нет,,
254020,Шаурма 24,"город Москва, улица Академика Челомея, дом 2А",нет,,
253938,Закусочная «Донер кебаб»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Михневская улица, владение 21А",,,
253819,Синемапарк,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Черемушки, Профсоюзная улица, дом 61А",нет,,
253723,Takamura,"город Москва, Шереметьевская улица, дом 6, корпус 1",,,
253465,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, улица Измайловский Вал, дом 2",,,
253371,Хлеб насущный,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Стремянный переулок, дом 38",,,
253285,ONSTAGE Ресторан-Караоке,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Солдатская улица, дом 6А",,,
253139,Simple wine,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, улица Вавилова, дом 64/1, строение 1",,,
253132,Клевое Бистро,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, улица Вавилова, дом 64/1, строение 1",,,
253125,PARKA,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, улица Вавилова, дом 64/1, строение 1",,,
253060,KFC,"город Москва, Новоясеневский проспект, дом 1, корпус 1",,,
252957,СЫТОВ,"город Москва, Алтуфьевское шоссе, дом 23, строение 1",нет,,
252938,Kuzina,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Люблинская улица, дом 171",,,
252890,ПИВОТЕКА,"город Москва, Большая Академическая улица, дом 39",нет,,
252702,ЧанЧан,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 1/2",нет,,
252601,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Зелёный проспект, дом 20",нет,,
252514,Теремок,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Вавилова, дом 3",да,,
252455,Кафе COM PHO,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Беломорская улица, дом 40",нет,,
252452,СУШИSTORE,"город Москва, улица Пришвина, дом 17",нет,,
252448,Кафе Элли Лагер,"город Москва, улица Ляпидевского, дом 22",нет,,
252364,Суши Wok,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Свиблово, Снежная улица, дом 16, корпус 1",,,
252329,KOSMOS KITCHEN,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Маросейка, дом 4/2, строение 1",нет,,
252296,ПЕЧОРИН,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, Ленинский проспект, дом 108, строение 1",нет,,
252255,Пицца Гирос,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, Ленинский проспект, дом 78",,,
252184,KFC,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Саянская улица, дом 10А",,,
252088,French Bakery,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, площадь Савёловского Вокзала, дом 2",,,
252058,Столовая «Foodstep»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, Варшавское шоссе, дом 125, строение 1",,,
252015,Пиццерия «Pinzeria»,"город Москва, поселение Десеновское, деревня Десна, Рябиновая улица, дом 15, строение 1",нет,,
251888,HOOKAN PLACE Ломоносов,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 8, строение 1",нет,,
251878,Китайская кухня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 8, строение 1",,,
251877,Кафе «Домашнее» 0,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Каширское шоссе, владение 25Б",нет,,
251845,Семейная кондитерская Любовь и Сладости,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Мытная улица, дом 74",,,
251835,Coffeway,"город Москва, улица Гарибальди, дом 23",,,
251660,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Голубинская улица, дом 28",,,
251299,НОЧНИК,"город Москва, Ленинский проспект, дом 69",нет,,
251163,Surf Coffe,"город Москва, проезд Аэропорта, дом 8, строение 9",нет,,
250909,Лион,"город Москва, Перовская улица, дом 61/2, строение 1",,,
250679,Cinnabon,"город Москва, Каширское шоссе, дом 61Г",нет,,
250520,Сити Пицца,"город Москва, поселение Десеновское, 6-я Нововатутинская улица, дом 2",,,
250395,Додо Пицца,"город Москва, 2-й Хорошёвский проезд, дом 3А",да,,
250357,Столовая,"город Москва, город Зеленоград, Заводская улица, дом 21А, строение 14",нет,,
250339,Дойна,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, Причальный проезд, дом 8, корпус 1",,,
250262,DOS OBEDOS,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, Электродная улица, дом 8, строение 4",нет,,
250251,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Солнцевский проспект, дом 2",,,
250220,Донер Хаус,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Капотня, 2-й квартал Капотня, дом 2",нет,,
249953,Кафе МАГАРИЯ,"город Москва, Дербеневская набережная, дом 11",нет,,
249927,Гуд Стори,"город Москва, Люблинская улица, дом 64",,,
249923,ФОБО ТОМ ЯМ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Вешняковская улица, дом 18",нет,,
249816,Столовая,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, Малая Семёновская улица, дом 5, строение 1",,,
249698,Моремания,"город Москва, Куликовская улица, дом 6",нет,,
249641,Кафе- самообслуживание МЯСНОВЪ,"город Москва, улица Академика Анохина, дом 26, корпус 1",,,
249566,СТОЛОВАЯ,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Электролитный проезд, дом 1Б",нет,,
249426,Bubba & Sheri,"город Москва, проспект Андропова, дом 18, корпус 5",нет,,
249408,Однажды в Ташкенте,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Шарикоподшипниковская улица, дом 11, строение 7",,,
249318,Шаурма,"город Москва, улица Трофимова, владение 32Г",,,
249108,Хинкальный дом «Марань»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, 7-я Кожуховская улица, дом 9",нет,,
248982,Столовая,"город Москва, улица Садовники, дом 11А, строение 12",,,
248676,"Prima Torta, кондитерская","Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, Ленинградское шоссе, дом 3, строение 1",,,
248490,32,"Пресненская набережная, дом 12, помещение 10/45",,,
248454,Милти,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Кожевническая улица, дом 7, строение 1",,,
248250,Super good,"Пресненская набережная, дом 12, помещение 10/45",нет,,
248244,Surf coffe,"Пресненская набережная, дом 12, помещение 10/45",нет,,
247714,Шаурма. Лаваш,"город Москва, Лукинская улица, дом 17",нет,,
247662,Бургер Кинг,"город Москва, улица Орджоникидзе, дом 11",,,
247636,LOMONOSOV,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Ленинский проспект, дом 75/9",нет,,
247621,Пицца Экспресс,"город Москва, поселение Роговское, деревня Каменка, Центральная улица, дом 10А",,,
247561,Венский цех,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Ленинградский проспект, дом 15, строение 3",,,
247533,Суши Сет,"город Москва, улица Лётчика Бабушкина, дом 9, корпус 1",да,,
247524,Суши Wok,"город Москва, Енисейская улица, дом 17, корпус 1",,,
247470,Чайхона Lazzat House,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Зелёный проспект, дом 20",нет,,
247393,Пивотека Савела,"город Москва, Новодмитровская улица, дом 2, корпус 6",нет,,
247368,Fresh Light Bar,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагорный, Чонгарский бульвар, дом 7",нет,,
247258,Кафе «Улитка»,"город Москва, поселение Внуковское, улица Бориса Пастернака, дом 27, корпус 1",нет,,
247195,КАФЕ Меркато,"город Москва, проспект Андропова, дом 58А",,,
247101,Суши Wok,"город Москва, 1-я Останкинская улица, дом 23",да,,
247089,Кафе-пекарня «Хлеб да Выпечка»,"город Москва, Ярцевская улица, дом 19",нет,,
247044,Домино'с Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, Отрадная улица, дом 16",,,
247042,Кофе с собой,"город Москва, Ленинградское шоссе, дом 15",да,,
246977,Mr Koffi,"город Москва, Азовская улица, дом 24, корпус 3",,,
246960,ОПенбир,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, улица Юных Ленинцев, дом 101",нет,,
246811,Кафе «Тифлиси»,"город Москва, поселение Внуковское, Омская улица, дом 16",,,
246803,Кафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Западное Дегунино, Ижорская улица, дом 8, строение 10",нет,,
246781,Уют,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Складочная улица, дом 1Д, строение 1",нет,,
246771,Суши Wok,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 26",,,
246659,Turkish Delish,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Складочная улица, дом 1, строение 1",нет,,
246635,Ача-Чача,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Складочная улица, дом 1, строение 1",,,
246628,Додо Пицца,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Давыдковская улица, дом 8, корпус 1",да,,
246405,Халяль № 1,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Волгоградский проспект, дом 32, корпус 2",нет,,
246362,Выпечка,"город Москва, 3-я Парковая улица, дом 41А",нет,,
246310,Шаурма с курицей,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 5-я улица Соколиной Горы, дом 21, корпус 1",,,
246229,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Складочная улица, дом 1, строение 11",,,
246126,"Кондитерская, кулинария","Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, улица Верхняя Масловка, дом 10, строение 4",нет,,
246095,Wild Bean Cafe (кафе при АЗС),"город Москва, Ярославское шоссе, владение 3, строение 2",,,
246028,Сербия,"улица Ленинская Слобода, дом 26, помещение 102Н/5",,,
246011,Bo,"улица Ленинская Слобода, дом 26, помещение 102Н/5",нет,,
245948,Лепим и варим,"улица Ленинская Слобода, дом 26, помещение 102Н/5",нет,,
245649,Cofix,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 62",да,,
245645,Суши стор,"город Москва, Рождественская улица, дом 32",,,
245621,Cofix,"город Москва, Новодмитровская улица, дом 2, корпус 2",да,,
245613,Fartuk,"город Москва, Новодмитровская улица, дом 2, корпус 5",,,
245514,Роснефть,"город Москва, Каширское шоссе, владение 36А",да,,
245497,Додо Пицца,"город Москва, улица Хлобыстова, дом 3, корпус 1",да,,
245318,Пекарня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 3-я Владимирская улица, дом 31/33",нет,,
245122,Ресторан «Виттория»,"Российская Федерация, город Москва, внутригородская территория поселение Новофедоровское, деревня Яковлевское, земельный участок 122А",,,
245093,Levantine,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Новинский бульвар, дом 8",,,
245010,Коворкафе,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, Большая Новодмитровская улица, дом 36, строение 2",нет,,
244984,Krispy Krem,"город Москва, улица Большая Дмитровка, дом 7/5, строение 1",да,,
244923,Шоколадница,"город Москва, Солнцевский проспект, дом 21",да,,
244893,Чихо,"улица Ленинская Слобода, дом 26, помещение 102Н/5",нет,,
